old_id,old_title,old_web,old_image,old_source,old_city,coverage,match_status,match_score,new_id,new_title,new_web
138,Juicy Red Apple Events,http://www.juicyredapple.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:75,Sydney,covered,matched_domain,1,602,Juicy Red Apple Events,juicyredapple.com.au
139,Social Spice,http://www.socialspice.com.au,/images/socialspice_122x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:433,Perth,covered,matched_domain,1,418,Social Spice,socialspice.com.au
140,Lavalife,http://www.lavalife.com.au/phone/en_au/welcome.act,/images/lavalife.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:71,,covered,matched_domain,1,236,Lavalife,lavalife.com.au
141,Speed Dating,http://www.blinkdating.com.au,/images/E4S_Logo_dis25x18.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_hobart.htm,Brisbane,covered,matched_domain,1,51,Blink Speed Dating Sydney Melbourne Brisbane Gold Coast Perth Adelaide Newcastle Canberra Central Coast Hobart Darwin Geelong,blinkdating.com.au
142,Tablemates,http://www.tablemates.com.au/,/images/TableMates120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:134,Melbourne,covered,matched_title,1,663,Tablemates,tablemates.com
143,My prime goal and passion is to help you achieve the glorious relationship you want,,/images/Juliemarie.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\page_links\lifecoaches\lifecoachbio_juliemariezoui_syd.htm,,possible_old_only,unmatched,0.424,,,
144,Simply Drinks,http://www.simplydrinks.com.au,/images/simplydrinks_ani_760x80_pen.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:503,Sydney,covered,matched_domain,1,540,Simply Drinks,simplydrinks.com.au
149,Julie Marie Zaoui,,/images/Juliemarie.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\julie_marie_zaoui.htm,,covered,matched_title,1,206,Julie Marie Zaoui,
150,Self Rewards,http://www.www.selfrewards.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:99,Sydney,covered,matched_title,1,389,Self Rewards,selfrewards.com
151,Lorena,,/images/find-the-right-psychic165x6.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\psychics4singles.htm,,possible_old_only,unmatched,0.556,,,
152,Novus Social Group,,/images/NovusSocialGroup_120x80.jpg,F:\Work\Websites\Frontpage Sites\events4singles\social_clubs_melb.htm,Melbourne,possible_old_only,unmatched,0.615,,,
154,Danza Loca,http://www.danzaloca.com,/images/dancaloca.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Perth,covered,matched_domain,1,111,Danza Loca,danzaloca.com
155,Walk to Art,http://www.walktoart.com.au/,http://www.events4singles.com/absolutebmxe/banners/walktoart_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:92,Melbourne,covered,matched_title,1,512,Walk to Art,
156,Travel Counsellors,http://www.travelcounsellors.com.au,/images/travecouns_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_sydney-.htm,Sydney,covered,matched_title,1,542,Travel Counsellors,travelcounsellors.com.au | travelcounsellors.com.au/lela.hopkins
158,Club Salsa,http://www.clubsalsa.com.au/,/images/club_salsa_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_title,1,96,Club Salsa,clubsalsa.com.au | clubsalsa.com.au/classes/dance_classes.php
159,29 Plus Lifestyle,http://www.29pluslifestyles.com.au,/images/29plus_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:92,Sydney,covered,matched_domain,1,3,29 Plus Lifestyle,29pluslifestyles.com.au
160,Just Good Friends,,/images/friends.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_adelaide.htm,Adelaide,possible_old_only,unmatched,0.65,,,
161,Casa De Meze,http://www.casademeze.com.au/,/images/casa2_170x82.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:146,Cairns,covered,matched_domain,1,529,Casa De Meze,casademeze.com.au
162,Newcastle,http://www.ruedisima.com.au/,/images/ruedismo_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:472,Newcastle,covered,matched_domain,1,631,Ruedisima Latin Dance Co. Newcastle Mayfield Ex-service club,ruedisima.com.au
163,Dance Teachers,http://www.sambafrog.com.au,/images/dance_7.jpg,F:\Work\Admin\Dad\Events 4 Singles\Images\dance_teachers.htm,,possible_old_only,unmatched,0.643,,,
164,Rio Rhythmics,http://www.riorhythmics.com,/images/riorhythmics_165x87.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:476,Sunshine Coast,covered,matched_domain,1,627,Rio Rhythmics - Brisbane,riorhythmics.com
165,Success Introductions,,/images/successintroductions_ani_12.gif,F:\Work\Websites\Frontpage Sites\events4singles\intro_agencies.htm,,possible_old_only,unmatched,0.75,,,
166,Loves Not Blind,http://www.lovesnotblind.com.au,/images/lovesnotblind_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:96,Brisbane,covered,matched_domain,1,611,Loves Not Blind,lovesnotblind.com.au
167,Link Introductions has been serving South Australians for over twenty years,http://www.linkintroductions.com.au,/images/Introductions.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_adelaide.htm,Adelaide,possible_old_only,unmatched,0.474,,,
168,Hari Travel,http://www.haritravel.com.au,/images/haritravel_120x83.gif,F:\Work\Websites\Frontpage Sites\events4singles\tours4singles.htm,,possible_old_only,unmatched,0.727,,,
170,Dance Amanda,http://www.danceamanda.com,/images/danceamanda-120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:478,Perth,covered,matched_domain,1,106,"Dance Amanda West Coast Swing, Argentine Tango, Salsa, Samba, Zumba – Perth 0421 192 080",danceamanda.com
171,Tasmanian Jazz Promotions,http://www.tasjazz.ii.net,/images/button10.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:272,,covered,matched_domain,1,665,Tasmania Jazz in Tasmanian towns,tasjazz.ii.net
173,TROPICAL SOUL DANCE STUDIO,http://www.tsdance.com.au/,/images/Mango-Dance-Studio_100x94.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_title,1,661,TROPICAL SOUL DANCE STUDIO,
174,Integrabiz,http://www.menslink.org.au,/images/menslink_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Canberra,covered,matched_domain,1,615,Men's Link Life Coaching - Canberra,menslink.org.au
175,11 Sunday,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\Archive File\misc\Events calender hold\hollywood.htm,,drop:no_contact_or_image,unmatched,0.609,,,
176,Relationship Remedies,http://www.relationship-remedies.com,/images/relationshipremedies_150x97.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Melbourne,covered,matched_domain,1,365,Relationship Remedies,relationship-remedies.com
178,Social Elements,http://www.socialelementsperth.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:49,Brisbane,possible_old_only,unmatched,0.833,,,
180,Perfect Partner,http://www.perfectpartner.com.au,/images/perfectpartners_170x74.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\perfect_partner.htm,,possible_old_only,unmatched,0.741,,,
181,Liquid Tours,http://www.liquidtours.com.au/,/images/liquidtours_140x79.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:105,Sydney,covered,matched_domain,1,246,Liquid Tours,liquidtours.com.au
182,Single with Children,http://www.singlewithchildren.com.au/,/images/singlewchil_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:231,Central Coast,covered,matched_domain,1,404,Single with Children,singlewithchildren.com.au
183,The Hervey Bay Jazz Club,http://www.herveybayjazzclub.org.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:276,Brisbane,covered,matched_domain,1,482,The Hervey Bay Jazz Club,herveybayjazzclub.org.au
184,New Pioneers Social Club,,/images/pioneersc_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\social_clubs_syd (2).htm,Sydney,covered,matched_title,1,302,New Pioneers Social Club,newpioneerssocialclub.org.au
185,Event on Saturday 20 September,,,F:\Work\Websites\Frontpage Sites\events4singles\events_sunshine_coast.htm,Sunshine Coast,drop:non_listing_title,unmatched,0.476,,,
187,Amazing Coaching,http://www.amazingcoaching.com.au,/images/amazing_170x45.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Sydney,covered,matched_domain,1,247,Lisa Phillips,amazingcoaching.com.au
188,Dinner Party Events,,/images/at46-ani_130x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\whats_on\whatson_aug06.htm,,possible_old_only,unmatched,0.706,,,
189,Clear Day Councelling,http://www.cleardayconsulting.com.au/,/images/cleardayconsult_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Sydney,covered,matched_title,1,572,Clear Day Councelling,
190,The Basement,http://www.thebasement.com.au,/images/basement_165x44.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,476,The Basement Club,thebasement.com.au
191,Matchmates House Party,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:81,Melbourne,covered,matched_title,1,614,Matchmates House Party,
192,Singularity Fridays,http://wahwahlounge.com.au/WahWah-Fridays/,/images/adpromo1.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:83,Melbourne,covered,matched_title,1,411,Singularity Fridays,wahwahlounge.com.au | wahwahlounge.com.au/wahwah-fridays
193,Joan Lesley International Clairvoyant,http://www.joanlesley.com.au/,/images/clip_image015.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Adelaide,covered,matched_domain,1,203,Joan Lesley International Clairvoyant,joanlesley.com.au
194,Rumbar,http://www.labomba.com.au,/images/labomba_165x61.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_adelaide.htm,Adelaide,possible_old_only,unmatched,0.571,,,
197,Breakaway Travel,http://www.breakawaytravel.com.au,/images/breakaway_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:88,Sydney,covered,matched_domain,1,62,Breakaway Travel - Save up to 45% on selected cruises,breakawaytravel.com.au
198,Functions Afloat,http://www.functionsafloat.com.au,/images/functionsafloat_150x101.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Sydney,covered,matched_domain,1,161,Functions Afloat,functionsafloat.com.au
199,Ideal Lifestyle Group,http://www.ideallifestyle.com.au,,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\Listing archives.htm,,possible_old_only,unmatched,0.595,,,
200,Lovely Sundays,http://www.lovelysundays.com,/images/lovelysundays_120x80a.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\social_clubs_syd (2).htm,Sydney,covered,matched_domain,1,610,Lovely Sundays - Sydney,lovelysundays.com
201,Chaise Lounge,http://www.chaiselounge.com.au,/images/chaiselounge_165x70.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:85,Melbourne,covered,matched_domain,1,80,Chaise Lounge,chaiselounge.com.au
202,CitySwoon Date Nights,http://www.cityswoon.com/dateNight.jsp,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:147,Sydney,possible_old_only,unmatched,0.6,,,
203,Eat & Meet,http://www.eatandmeet.com.au,/images/Eatandmeet_120x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dinner_for_six_sydney.htm,Sydney,covered,matched_domain,1,133,Eat & Meet,eatandmeet.com.au
204,Spin City,http://www.spincity.com.au,/images/spinCity165x50.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,431,Spin City,spincity.com.au
205,SA - Adelaide & Country Areas,http://www.eastendjazz.net,/images/button10.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:273,Adelaide,covered,matched_domain,1,668,The Coopers East End Jazz Festival,eastendjazz.net
206,CHECK OUT MORE UPCOMING PRE,,/images/speed_daters.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\pages\index\index-archfeb06.html,,possible_old_only,unmatched,0.481,,,
212,Melissa Anna Pinner,http://www.melissaanna.com.au/,/images/clip_image012.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Brisbane,covered,matched_domain,1,285,Melissa Anna Pinner,melissaanna.com.au
214,River City Cruises,http://www.rivercitycruises.com,/images/rivercity_165x95.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Brisbane,covered,matched_domain,1,367,River City Cruises,rivercitycruises.com
215,The Pitch Climbing Centre,http://www.pitch.com.au,/images/pitch_climbing_centre_165x7.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:105,Sydney,covered,matched_domain,1,488,The Pitch Climbing Centre,pitch.com.au
216,Melbourne's first Greek Night for singles,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\dinner_parties_melbourne.htm,Melbourne,drop:no_contact_or_image,unmatched,0.543,,,
217,The Social Calendar,http://www.socialcalendar.com.au,/images/social-calender_170x37.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\Listing archives.htm,Brisbane,possible_old_only,unmatched,0.591,,,
218,Rockingham Cruises,http://www.rockinghamcruises.com,/images/rockinghamcruises_121x100.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Perth,covered,matched_domain,1,369,Rockingham Cruises,rockinghamcruises.com
219,Hi Rise Dance and Arts Centre,http://www.thehirise.com,/images/hirise_120x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\hirisedance.htm,,covered,matched_domain,1,596,Hi Rise Dance and Arts Centre,thehirise.com
220,Enfield House Party,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\enfield_house_party.htm,,drop:no_contact_or_image,unmatched,0.634,,,
221,Thailand Golf Tours,http://www.thailandgolftours.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:87,Melbourne,covered,matched_title,1,666,Thailand Golf Tours,
222,Raw Connection,http://www.rawconnection.com.au/,/images/rawconnection_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:141,Melbourne,covered,matched_domain,1,363,Raw Connection,rawconnection.com.au
223,F A B U L O U S F L I R T I N G Workshop Saturday 26 th August,,/images/life_coach_melb_240x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\whats_on\whatson_aug06.htm,,drop:non_listing_title,unmatched,0.348,,,
225,Michaela Scherr,http://www.michaelascherr.com/shop/pages-main/shop-/index.html,/images/clip_image010.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Brisbane,covered,matched_domain,1,290,Michaela Scherr,michaelascherr.com
226,Lifeforce Enterprises,http://www.lifeforcediscoveryenterprises.com,/images/lifeforce_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Sydney,covered,matched_domain,1,455,SYDNEY & NSW,lifeforcediscoveryenterprises.com
227,Chris Rewell,http://www.chrisrewell.com.au/individual.html,/images/chrisrewell_160x110.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Sydney,covered,matched_title,1,82,Chris Rewell,chrisrewell.com.au | chrisrewell.com.au/individual.html
230,Tengo Tango,,/images/TengoTango_170x84.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_canberra.htm,Canberra,covered,matched_title,1,472,Tengo Tango,akvaryumhobisi.com/tengotango
231,Massage Schools of Queensland,http://www.massageschools.com.au,/images/massageschool_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Gold Coast,covered,matched_domain,1,273,Massage Schools of Queensland,massageschools.com.au
232,Julianna & Friends,http://www.juliannaandfriends.com.au/ccframe.html,/images/juliannaf_ani_120x82.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:92,Sydney,covered,matched_domain,1,205,Julianna and Friends,juliannaandfriends.com.au
233,Hot Feet Dance Company,http://www.hotfeetdance.com/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Sydney,covered,matched_domain,1,183,Hot Feet Dance Company,hotfeetdance.com
234,Latin Explosion,http://www.latinexplosion.com.au/,/images/latinexplosion_72x100.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Sydney,covered,matched_domain,1,223,Latin Explosion Sydney,latinexplosion.com.au
235,WHAT'S ON,,/images/sydeventcruise_160x96.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Sydney,drop:non_listing_title,unmatched,0.6,,,
236,Senior Contacts,http://www.seniorscontacts.com.au,/images/corporatesingles_anim_120x8.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:503,Sydney,covered,matched_domain,1,634,Senior Contacts Where discerning mature men and women meet their match !,seniorscontacts.com.au
237,Masters Billiards,http://www.150barkly.com,/images/Masters-Banner.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:105,Melbourne,covered,matched_domain,1,274,Masters Billiards,150barkly.com
238,Green Papaya,http://www.green-papaya.com.au/,/images/greenpapaya_120x50.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:107,Melbourne,covered,matched_domain,1,173,Green Papaya,green-papaya.com.au
239,Where:,,/images/patpowell.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\calendar page links\patpowell\pat_powell_flier_dec2005.htm,,drop:archive_or_admin_source,unmatched,0.5,,,
240,SSS Simply or Suddenly Single,http://www.sssingle.com.au,/images/sss_120x82.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\ssingle.htm,,covered,matched_domain,1,633,SSS Simply or Suddenly Single,sssingle.com.au
241,Come Dance with Me,http://www.comedancewithme.com.au,/images/comedance_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_melbourne.htm,Melbourne,covered,matched_domain,1,98,Come Dance with Me,comedancewithme.com.au
242,Partners & Firends,,/images/partnerfriends_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:148,Melbourne,covered,matched_title,1,618,Partners & Firends,
243,The Singles Game,http://www.thesinglesgame.com.au,/images/singlesgame_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:134,Melbourne,covered,matched_domain,1,547,The Singles Game,thesinglesgame.com.au
244,Salseros,http://www.salseros.com.au/,/images/salseros_ani_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,383,Salseros,salseros.com.au
245,Peronis Restaurant,http://www.peronis.com.au,/images/peronis_170x90.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:107,Sydney,covered,matched_domain,1,341,Peronis Restaurant,peronis.com.au
246,Yoga in the Forest,http://www.yogaintheforest.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,679,Yoga in the Forest,yogaintheforest.com
247,Arthur Murray Dance Studio,http://www.arthurmurrayvic.com/,/images/Mango-Dance-Studio_100x94.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Melbourne,covered,matched_title,1,30,Arthur Murray Dance Studio,
248,We now have 25 million hits per year which makes us the Largest Singles Event Listing Resources Directory in Australia. This is a unique opportunity t,,,F:\Work\Admin\Dad\Events 4 Singles\Images\advertise.htm,,drop:no_contact_or_image,unmatched,0.314,,,
249,Entre Nous,http://www.singles.net.au,/images/entrenous_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\entre_nous__cathy_cassoulas.htm,Melbourne,possible_old_only,unmatched,0.615,,,
250,Heart Menders,http://www.heartmenders.com.au,/images/jessicarevill.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Sydney,covered,matched_domain,1,179,Heart Menders,heartmenders.com.au
251,The Ultimate Caribbean Party! Friday 8th September,,/images/spindmusic_ani.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\whats_on\whatson_sept06.htm,,possible_old_only,unmatched,0.459,,,
252,4 in 1 Fitness,http://www.4in1fitness.com.au,/images/4in1fitness120x70.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,4,4 in 1 Fitness,4in1fitness.com.au
253,Two's Company Dance Studios,,/images/twoscompany_120x80.png,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_melbourne.htm,Melbourne,covered,matched_title,1,499,Two's Company Dance Studios,twoscompanydancestudios.com.au
254,Newtown Gym,http://sydney.citysearch.com.au/E/V/SYDNE/0016/99/12/,/images/BroadwayGym160x60.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,67,Broadway Gym,sydney.citysearch.com.au/e/v/sydne/0016/99/12
255,Matchmaker888,,/images/matchmaker888_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_sydney-.htm,Sydney,covered,matched_title,1,541,Matchmaker888,matchmaker888.com.au
256,Corporate Singles,,/images/Corpsing_121x80.gif,F:\Work\Websites\Frontpage Sites\events4singles\events_sydney.htm,Sydney,covered,matched_title,1,545,Corporate Singles,corporatesingles.com.au
257,SSL Certificates Net Registry are Australias biggest provider of Secure online Transaction Software. For details call 02-9415-1998,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\product.htm,,drop:no_contact_or_image,unmatched,0.341,,,
258,Connection Social Links,,/images/connectionsociallinks_120x8.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\social_clubs_melb.htm,Melbourne,covered,matched_title,1,99,Connection Social Links,connection-social-links.org
259,Passionata Dance,http://www.arthurmurray.com.au/,/images/arthurmurrayvic_ani_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,31,Arthur Murray Dance Studios,arthurmurray.com.au
260,facetime.com.au,http://www.facetime.com.au,/images/E4SSailor120x80Final.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:487,Melbourne,covered,matched_domain,1,537,facetime.com.au – Australia's liveliest activity network,facetime.com.au
261,Date School,http://www.dateschool.com.au,/images/dateschool_165x65.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\image.htm,Perth,drop:archive_or_admin_source,unmatched,0.583,,,
262,AusLatin Production,http://www.auslatin.com/,/images/auslatin_90x89.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_title,1,36,AusLatin Production,auslatin.com.au | auslatin.com
263,Psyche-Care,http://www.psyche-care.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Sydney,covered,matched_title,1,624,Psyche-Care,
264,Mystery Tours & Wild Adventure Tours,http://www.wildadventuretours.com.au,/images/wildadventuretours_120x80.jpg,F:\Work\Websites\Frontpage Sites\events4singles\tours4singles.htm,,possible_old_only,unmatched,0.594,,,
265,Network Social Club,http://www.networksocialclub.org.au,/images/networksocialclub_ani_120x8.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:441,Melbourne,possible_old_only,unmatched,0.829,,,
